Date,2yr - AG,3yr - AG,5yr - AG,10yr - AG,Indexed,3yr - NSW,5yr - NSW,10yr - NSW,year,inflation,Unnamed: 2,real_interest_rate
1995-01-03,10.23,10.22,10.17,10.06,5.47,,,,1995-01-01,4.63,in %,5.189716142597733
1995-01-04,10.31,10.32,10.28,10.18,5.51,,,,1995-01-01,4.63,in %,5.304406002102646
1995-01-05,10.35,10.37,10.34,10.32,5.54,,,,1995-01-01,4.63,in %,5.438210838191715
1995-01-06,10.34,10.37,10.36,10.36,5.56,,,,1995-01-01,4.63,in %,5.476440791360027
1995-01-09,10.3,10.36,10.37,10.43,5.57,,,,1995-01-01,4.63,in %,5.543343209404572
1995-01-10,10.28,10.38,10.4,10.42,5.58,,,,1995-01-01,4.63,in %,5.533785721112494
1995-01-11,10.28,10.38,10.39,10.37,5.57,,,,1995-01-01,4.63,in %,5.4859982796521045
1995-01-12,10.2,10.3,10.31,10.3,5.55,,,,1995-01-01,4.63,in %,5.419095861607559
1995-01-13,10.26,10.36,10.38,10.41,5.57,,,,1995-01-01,4.63,in %,5.524228232820416
1995-01-16,10.05,10.16,10.21,10.29,5.53,,,,1995-01-01,4.63,in %,5.409538373315481
1995-01-17,10.02,10.13,10.18,10.28,5.53,,,,1995-01-01,4.63,in %,5.399980885023425
1995-01-18,10.1,10.19,10.23,10.28,5.53,,,,1995-01-01,4.63,in %,5.399980885023425
1995-01-19,10.23,10.31,10.33,10.33,5.53,,,,1995-01-01,4.63,in %,5.447768326483793
1995-01-20,10.29,10.37,10.39,10.41,5.57,,,,1995-01-01,4.63,in %,5.524228232820416
1995-01-23,10.35,10.44,10.48,10.56,5.62,,,,1995-01-01,4.63,in %,5.667590557201563
1995-01-24,10.32,10.41,10.45,10.5,5.61,,,,1995-01-01,4.63,in %,5.610245627449095
1995-01-25,10.1,10.23,10.29,10.38,5.6,,,,1995-01-01,4.63,in %,5.495555767944205
1995-01-27,9.98,10.06,10.14,10.23,5.58,,,,1995-01-01,4.63,in %,5.352193443563036
1995-01-30,9.91,10.0,10.08,10.18,5.56,,,,1995-01-01,4.63,in %,5.304406002102646
1995-01-31,10.14,10.24,10.32,10.4,5.61,,,,1995-01-01,4.63,in %,5.514670744528338
1995-02-01,9.88,9.98,10.09,10.2,5.57,,,,1995-01-01,4.63,in %,5.323520978686802
1995-02-02,9.88,9.98,10.11,10.22,5.58,,,,1995-01-01,4.63,in %,5.342635955270958
1995-02-03,9.83,9.94,10.07,10.16,5.57,,,,1995-01-01,4.63,in %,5.28529102551849
1995-02-06,9.57,9.69,9.88,10.02,5.55,,,,1995-01-01,4.63,in %,5.151486189429422
1995-02-07,9.67,9.8,10.03,10.17,5.58,,,,1995-01-01,4.63,in %,5.294848513810568
1995-02-08,9.63,9.78,10.02,10.13,5.59,,,,1995-01-01,4.63,in %,5.256618560642257
1995-02-09,9.69,9.82,10.04,10.14,5.58,,,,1995-01-01,4.63,in %,5.2661760489343346
1995-02-10,9.69,9.81,10.03,10.15,5.58,,,,1995-01-01,4.63,in %,5.2757335372264125
1995-02-13,9.72,9.85,10.08,10.23,5.59,,,,1995-01-01,4.63,in %,5.352193443563036
1995-02-14,9.73,9.86,10.11,10.27,5.61,,,,1995-01-01,4.63,in %,5.3904233967313475
1995-02-15,9.57,9.7,9.98,10.15,5.58,,,,1995-01-01,4.63,in %,5.2757335372264125
1995-02-16,9.51,9.65,9.93,10.12,5.57,,,,1995-01-01,4.63,in %,5.247061072350179
1995-02-17,9.53,9.66,9.95,10.19,5.59,,,,1995-01-01,4.63,in %,5.313963490394724
1995-02-20,9.6,9.73,10.01,10.21,5.6,,,,1995-01-01,4.63,in %,5.33307846697888
1995-02-21,9.52,9.65,9.93,10.14,5.59,,,,1995-01-01,4.63,in %,5.2661760489343346
1995-02-22,9.47,9.62,9.94,10.2,5.59,,,,1995-01-01,4.63,in %,5.323520978686802
1995-02-23,9.28,9.45,9.82,10.17,5.61,,,,1995-01-01,4.63,in %,5.294848513810568
1995-02-24,9.3,9.48,9.85,10.15,5.58,,,,1995-01-01,4.63,in %,5.2757335372264125
1995-02-27,9.04,9.23,9.66,10.06,5.55,,,,1995-01-01,4.63,in %,5.189716142597733
1995-02-28,9.1,9.28,9.68,9.85,5.5,,,,1995-01-01,4.63,in %,4.989008888464119
1995-03-01,9.09,9.27,9.64,9.9,5.56,,,,1995-01-01,4.63,in %,5.036796329924487
1995-03-02,9.25,9.41,9.76,9.95,5.55,,,,1995-01-01,4.63,in %,5.084583771384876
1995-03-03,9.44,9.59,9.92,10.08,5.56,,,,1995-01-01,4.63,in %,5.208831119181889
1995-03-06,9.6,9.74,10.12,10.36,5.58,,,,1995-01-01,4.63,in %,5.476440791360027
1995-03-07,9.48,9.62,10.01,10.31,5.56,,,,1995-01-01,4.63,in %,5.428653349899637
1995-03-08,9.55,9.7,10.09,10.36,5.57,,,,1995-01-01,4.63,in %,5.476440791360027
1995-03-09,9.66,9.79,10.09,10.23,5.56,,,,1995-01-01,4.63,in %,5.352193443563036
1995-03-10,9.68,9.8,10.11,10.25,5.55,,,,1995-01-01,4.63,in %,5.371308420147192
1995-03-13,9.5,9.63,9.95,10.12,5.55,,,,1995-01-01,4.63,in %,5.247061072350179
1995-03-14,9.39,9.53,9.87,10.08,5.53,,,,1995-01-01,4.63,in %,5.208831119181889
1995-03-15,9.36,9.57,9.79,9.94,5.49,,,,1995-01-01,4.63,in %,5.075026283092798
1995-03-16,9.32,9.54,9.78,10.0,5.48,,,,1995-01-01,4.63,in %,5.132371212845266
1995-03-17,9.42,9.64,9.0,10.17,5.49,,,,1995-01-01,4.63,in %,5.294848513810568
1995-03-20,9.46,9.68,9.94,10.22,5.5,,,,1995-01-01,4.63,in %,5.342635955270958
1995-03-21,9.34,9.58,8.89,10.18,5.5,,,,1995-01-01,4.63,in %,5.304406002102646
1995-03-22,9.38,9.64,9.97,10.3,5.52,,,,1995-01-01,4.63,in %,5.419095861607559
1995-03-23,9.38,9.63,9.94,10.23,5.52,,,,1995-01-01,4.63,in %,5.352193443563036
1995-03-24,9.34,9.59,9.91,10.2,5.51,,,,1995-01-01,4.63,in %,5.323520978686802
1995-03-27,9.11,9.37,9.743,10.07,5.49,,,,1995-01-01,4.63,in %,5.199273630889811
1995-03-28,9.17,9.42,9.76,10.07,5.49,,,,1995-01-01,4.63,in %,5.199273630889811
1995-03-29,9.3,9.55,9.88,10.19,5.49,,,,1995-01-01,4.63,in %,5.313963490394724
1995-03-30,9.3,9.55,9.87,10.13,5.49,,,,1995-01-01,4.63,in %,5.256618560642257
1995-03-31,8.99,9.25,9.57,9.83,5.45,,,,1995-01-01,4.63,in %,4.969893911879963
1995-04-03,8.98,9.24,9.61,9.9,5.45,,,,1995-01-01,4.63,in %,5.036796329924487
1995-04-04,8.94,9.2,9.53,9.8,5.44,,,,1995-01-01,4.63,in %,4.94122144700373
1995-04-05,8.98,9.24,9.56,9.84,5.44,,,,1995-01-01,4.63,in %,4.979451400172041
1995-04-06,8.94,9.2,9.51,9.79,5.35,,,,1995-01-01,4.63,in %,4.931663958711652
1995-04-07,8.97,9.24,9.56,9.83,5.33,,,,1995-01-01,4.63,in %,4.969893911879963
1995-04-10,9.01,9.26,9.59,9.9,5.34,,,,1995-01-01,4.63,in %,5.036796329924487
1995-04-11,8.92,9.16,9.419,9.8,5.33,,,,1995-01-01,4.63,in %,4.94122144700373
1995-04-12,8.87,9.11,9.44,9.78,5.29,,,,1995-01-01,4.63,in %,4.922106470419552
1995-04-13,8.84,9.09,9.41,9.77,5.26,,,,1995-01-01,4.63,in %,4.912548982127496
1995-04-18,8.66,8.91,9.28,9.69,5.24,,,,1995-01-01,4.63,in %,4.8360890757908725
1995-04-19,8.74,8.99,9.37,9.79,5.17,,,,1995-01-01,4.63,in %,4.931663958711652
1995-04-20,8.77,9.01,9.37,9.76,5.12,,,,1995-01-01,4.63,in %,4.902991493835418
1995-04-21,8.91,9.13,9.47,9.85,5.12,,,,1995-01-01,4.63,in %,4.989008888464119
1995-04-24,9.03,9.24,9.56,9.86,5.12,,,,1995-01-01,4.63,in %,4.998566376756197
1995-04-26,9.0,9.19,9.49,9.84,5.12,,,,1995-01-01,4.63,in %,4.979451400172041
1995-04-27,8.84,9.03,9.34,9.69,5.08,,,,1995-01-01,4.63,in %,4.8360890757908725
1995-04-28,8.82,9.01,9.32,9.69,5.08,,,,1995-01-01,4.63,in %,4.8360890757908725
1995-05-01,8.82,9.01,9.33,9.69,5.07,,,,1995-01-01,4.63,in %,4.8360890757908725
1995-05-02,8.81,9.0,9.32,9.7,5.08,,,,1995-01-01,4.63,in %,4.8456465640829505
1995-05-03,8.79,8.98,9.29,9.68,5.08,,,,1995-01-01,4.63,in %,4.826531587498795
1995-05-04,8.57,8.75,9.06,9.47,4.9,,,,1995-01-01,4.63,in %,4.6258243333651805
1995-05-05,8.56,8.73,9.02,9.38,4.81,,,,1995-01-01,4.63,in %,4.539806938736501
1995-05-08,8.27,8.46,8.74,9.1,4.75,,,,1995-01-01,4.63,in %,4.272197266558342
1995-05-09,8.24,8.42,8.7,9.05,4.77,,,,1995-01-01,4.63,in %,4.2244098250979745
1995-05-10,8.22,8.39,8.67,9.02,4.7,,,,1995-01-01,4.63,in %,4.195737360221741
1995-05-11,8.24,8.43,8.69,9.05,4.71,,,,1995-01-01,4.63,in %,4.2244098250979745
1995-05-12,8.25,8.43,8.71,9.1,4.71,,,,1995-01-01,4.63,in %,4.272197266558342
1995-05-15,8.07,8.26,8.57,9.01,4.7,,,,1995-01-01,4.63,in %,4.186179871929663
1995-05-16,8.1,8.28,8.59,9.01,4.72,,,,1995-01-01,4.63,in %,4.186179871929663
1995-05-17,8.0,8.19,8.48,8.86,4.73,,,,1995-01-01,4.63,in %,4.042817547548494
1995-05-18,8.11,8.31,8.61,8.99,4.74,,,,1995-01-01,4.63,in %,4.167064895345507
1995-05-19,8.19,8.39,8.69,9.09,4.77,,,,1995-01-01,4.63,in %,4.262639778266264
1995-05-22,8.21,8.39,8.7,9.1,4.78,,,,1995-01-01,4.63,in %,4.272197266558342
1995-05-23,8.15,8.33,8.64,9.06,4.79,,,,1995-01-01,4.63,in %,4.233967313390052
1995-05-24,7.99,8.17,8.49,8.94,4.79,,,,1995-01-01,4.63,in %,4.119277453885117
1995-05-25,7.79,7.97,8.28,8.74,4.78,,,,1995-01-01,4.63,in %,3.928127688043581
1995-05-26,7.84,8.02,8.32,8.81,4.79,,,,1995-01-01,4.63,in %,3.9950301060881266
1995-05-29,7.71,7.89,8.24,8.82,4.79,,,,1995-01-01,4.63,in %,4.0045875943802045
1995-05-30,7.69,7.86,8.23,8.83,4.79,,,,1995-01-01,4.63,in %,4.014145082672282
1995-05-31,7.76,7.92,8.31,8.94,4.81,,,,1995-01-01,4.63,in %,4.119277453885117
1995-06-01,7.85,8.02,8.41,9.04,4.83,,,,1995-01-01,4.63,in %,4.2148523368058965
1995-06-02,7.78,7.96,8.36,9.0,4.81,,,,1995-01-01,4.63,in %,4.176622383637585
1995-06-05,7.47,7.65,8.02,8.61,4.76,,,,1995-01-01,4.63,in %,3.8038803402465904
1995-06-06,7.53,7.71,8.07,8.63,4.73,,,,1995-01-01,4.63,in %,3.8229953168307462
1995-06-07,7.61,7.82,8.18,8.71,4.73,,,,1995-01-01,4.63,in %,3.8994552231673474
1995-06-08,7.81,8.04,8.38,8.89,4.76,,,,1995-01-01,4.63,in %,4.071490012424728
1995-06-09,7.78,8.01,8.38,8.94,4.76,,,,1995-01-01,4.63,in %,4.119277453885117
1995-06-13,7.72,7.96,8.36,8.94,4.77,,,,1995-01-01,4.63,in %,4.119277453885117
1995-06-14,7.62,7.85,8.25,8.83,4.75,,,,1995-01-01,4.63,in %,4.014145082672282
1995-06-15,7.66,7.89,8.3,8.88,4.75,,,,1995-01-01,4.63,in %,4.06193252413265
1995-06-16,7.74,7.99,8.38,8.94,4.76,,,,1995-01-01,4.63,in %,4.119277453885117
1995-06-19,7.7,8.04,8.35,8.95,4.75,,,,1995-01-01,4.63,in %,4.128834942177195
1995-06-20,7.7,8.04,8.34,8.91,4.74,,,,1995-01-01,4.63,in %,4.090604989008884
1995-06-21,7.55,7.88,8.19,8.78,4.73,,,,1995-01-01,4.63,in %,3.966357641211893
1995-06-22,7.59,7.92,8.21,8.76,4.73,,,,1995-01-01,4.63,in %,3.947242664627715
1995-06-23,7.47,7.77,8.07,8.67,4.71,,,,1995-01-01,4.63,in %,3.8612252699990357
1995-06-26,7.56,7.86,8.16,8.78,4.71,,,,1995-01-01,4.63,in %,3.966357641211893
1995-06-27,7.59,7.87,8.19,8.8,4.72,,,,1995-01-01,4.63,in %,3.9854726177960487
1995-06-28,7.6,7.9,8.23,8.86,4.71,,,,1995-01-01,4.63,in %,4.042817547548494
1995-06-29,7.58,7.87,8.21,8.85,4.7,,,,1995-01-01,4.63,in %,4.033260059256438
1995-06-30,7.91,8.27,8.61,9.21,4.79,,,,1995-01-01,4.63,in %,4.377329637771199
1995-07-03,7.81,8.16,8.53,9.18,4.79,,,,1995-01-01,4.63,in %,4.348657172894965
1995-07-04,7.72,8.07,8.45,9.13,4.79,,,,1995-01-01,4.63,in %,4.300869731434576
1995-07-05,7.71,8.06,8.43,9.07,4.75,,,,1995-01-01,4.63,in %,4.243524801682108
1995-07-06,7.7,8.04,8.41,9.05,4.71,,,,1995-01-01,4.63,in %,4.2244098250979745
1995-07-07,7.31,7.65,8.05,8.74,4.63,,,,1995-01-01,4.63,in %,3.928127688043581
1995-07-10,7.32,7.65,8.06,8.75,4.65,,,,1995-01-01,4.63,in %,3.937685176335659
1995-07-11,7.4,7.73,8.13,8.8,4.65,,,,1995-01-01,4.63,in %,3.9854726177960487
1995-07-12,7.42,7.75,8.15,8.81,4.69,,,,1995-01-01,4.63,in %,3.9950301060881266
1995-07-13,7.42,7.77,8.16,8.8,4.71,,,,1995-01-01,4.63,in %,3.9854726177960487
1995-07-14,7.43,7.76,8.16,8.79,4.7,,,,1995-01-01,4.63,in %,3.9759151295039707
1995-07-17,7.59,7.95,8.35,8.97,4.73,,,,1995-01-01,4.63,in %,4.147949918761351
1995-07-18,7.69,8.05,8.44,9.07,4.76,,,,1995-01-01,4.63,in %,4.243524801682108
1995-07-19,7.74,8.11,8.53,9.17,4.8,,,,1995-01-01,4.63,in %,4.339099684602865
1995-07-20,7.82,8.22,8.64,9.31,4.84,,,,1995-01-01,4.63,in %,4.472904520691956
1995-07-21,7.71,8.09,8.51,9.18,4.81,,,,1995-01-01,4.63,in %,4.348657172894965
1995-07-24,7.78,8.18,8.61,9.28,4.83,,,,1995-01-01,4.63,in %,4.444232055815722
1995-07-25,7.72,8.1,8.53,9.19,4.79,,,,1995-01-01,4.63,in %,4.358214661187043
1995-07-26,7.83,8.23,8.65,9.3,4.82,,,,1995-01-01,4.63,in %,4.463347032399878
1995-07-27,8.1,8.47,8.86,9.4,4.85,,,,1995-01-01,4.63,in %,4.558921915320657
1995-07-28,8.02,8.38,8.76,9.31,4.82,,,,1995-01-01,4.63,in %,4.472904520691956
1995-07-31,8.17,8.52,8.89,9.42,4.83,,,,1995-01-01,4.63,in %,4.578036891904813
1995-08-01,8.02,8.36,8.73,9.29,4.82,,,,1995-01-01,4.63,in %,4.4537895441078
1995-08-02,7.96,8.28,8.65,9.22,4.82,,,,1995-01-01,4.63,in %,4.386887126063277
1995-08-03,7.97,8.29,8.67,9.23,4.81,,,,1995-01-01,4.63,in %,4.396444614355355
1995-08-04,8.06,8.38,8.76,9.35,4.84,,,,1995-01-01,4.63,in %,4.511134473860268
1995-08-07,7.95,8.28,8.65,9.22,4.82,,,,1995-01-01,4.63,in %,4.386887126063277
1995-08-08,7.86,8.16,8.54,9.14,4.8,,,,1995-01-01,4.63,in %,4.3104272197266535
1995-08-09,7.9,8.21,8.6,9.19,4.82,,,,1995-01-01,4.63,in %,4.358214661187043
1995-08-10,7.83,8.12,8.5,9.05,4.8,,,,1995-01-01,4.63,in %,4.2244098250979745
1995-08-11,7.79,8.07,8.44,8.97,4.79,,,,1995-01-01,4.63,in %,4.147949918761351
1995-08-14,7.91,8.18,8.53,9.02,4.8,,,,1995-01-01,4.63,in %,4.195737360221741
1995-08-15,7.95,8.14,8.56,9.06,4.8,,,,1995-01-01,4.63,in %,4.233967313390052
1995-08-16,7.96,8.15,8.56,9.05,4.8,,,,1995-01-01,4.63,in %,4.2244098250979745
1995-08-17,7.96,8.15,8.55,9.07,4.8,,,,1995-01-01,4.63,in %,4.243524801682108
1995-08-18,7.92,8.11,8.51,9.06,4.79,,,,1995-01-01,4.63,in %,4.233967313390052
1995-08-21,7.93,8.1,8.5,9.03,4.79,,,,1995-01-01,4.63,in %,4.205294848513819
1995-08-22,7.93,8.13,8.53,9.08,4.79,,,,1995-01-01,4.63,in %,4.253082289974186
1995-08-23,7.98,8.2,8.6,9.14,4.79,,,,1995-01-01,4.63,in %,4.3104272197266535
1995-08-24,8.09,8.33,8.73,9.25,4.83,,,,1995-01-01,4.63,in %,4.415559590939511
1995-08-25,8.01,8.24,8.64,9.17,4.81,,,,1995-01-01,4.63,in %,4.339099684602865
1995-08-28,7.99,8.23,8.66,9.17,4.81,,,,1995-01-01,4.63,in %,4.339099684602865
1995-08-29,7.93,8.16,8.6,9.12,4.81,,,,1995-01-01,4.63,in %,4.291312243142498
1995-08-30,7.75,7.97,8.43,9.0,4.77,,,,1995-01-01,4.63,in %,4.176622383637585
1995-08-31,7.76,7.98,8.44,8.98,4.76,,,,1995-01-01,4.63,in %,4.157507407053429
1995-09-01,7.68,7.87,8.34,8.89,4.75,,,,1995-01-01,4.63,in %,4.071490012424728
1995-09-04,7.62,7.8,8.28,8.85,4.74,,,,1995-01-01,4.63,in %,4.033260059256438
1995-09-05,7.61,7.78,8.26,8.84,4.74,,,,1995-01-01,4.63,in %,4.02370257096436
1995-09-06,7.56,7.71,8.18,8.73,4.71,,,,1995-01-01,4.63,in %,3.9185701997515032
1995-09-07,7.66,7.82,8.27,8.81,4.74,,,,1995-01-01,4.63,in %,3.9950301060881266
1995-09-08,7.62,7.78,8.21,8.73,4.73,,,,1995-01-01,4.63,in %,3.9185701997515032
1995-09-11,7.66,7.81,8.24,8.76,4.73,,,,1995-01-01,4.63,in %,3.947242664627715
1995-09-12,7.67,7.81,8.24,8.77,4.72,,,,1995-01-01,4.63,in %,3.9568001529197927
1995-09-13,7.5,7.65,8.07,8.58,4.69,,,,1995-01-01,4.63,in %,3.7752078753703566
1995-09-14,7.53,7.68,8.09,8.6,4.68,,,,1995-01-01,4.63,in %,3.7943228519545125
1995-09-15,7.47,7.61,8.01,8.53,4.66,,,,1995-01-01,4.63,in %,3.727420433909967
1995-09-18,7.51,7.67,8.05,8.56,4.67,,,,1995-01-01,4.63,in %,3.7560928987861786
1995-09-19,7.55,7.72,8.1,8.63,4.69,,,,1995-01-01,4.63,in %,3.8229953168307462
1995-09-20,7.57,7.74,8.12,8.62,4.68,,,,1995-01-01,4.63,in %,3.8134378285386683
1995-09-21,7.55,7.72,8.1,8.6,4.67,,,,1995-01-01,4.63,in %,3.7943228519545125
1995-09-22,7.66,7.83,8.21,8.68,4.68,,,,1995-01-01,4.63,in %,3.8707827582911136
1995-09-25,7.69,7.87,8.25,8.72,4.69,,,,1995-01-01,4.63,in %,3.9090127114594253
1995-09-26,7.61,7.8,8.17,8.68,4.69,,,,1995-01-01,4.63,in %,3.8707827582911136
1995-09-27,7.58,7.77,8.14,8.64,4.67,,,,1995-01-01,4.63,in %,3.832552805122824
1995-09-28,7.57,7.75,8.12,8.62,4.66,,,,1995-01-01,4.63,in %,3.8134378285386683
1995-09-29,7.55,7.73,8.1,8.57,4.64,,,,1995-01-01,4.63,in %,3.7656503870782787
1995-10-02,7.46,7.64,8.02,8.5,4.62,,,,1995-01-01,4.63,in %,3.6987479690337333
1995-10-03,7.5,7.67,8.05,8.56,4.63,,,,1995-01-01,4.63,in %,3.7560928987861786
1995-10-04,7.48,7.65,8.03,8.55,4.61,,,,1995-01-01,4.63,in %,3.746535410494123
1995-10-05,7.46,7.62,8.0,8.51,4.6,,,,1995-01-01,4.63,in %,3.708305457325811
1995-10-06,7.47,7.63,8.0,8.5,4.58,,,,1995-01-01,4.63,in %,3.6987479690337333
1995-10-09,7.45,7.61,7.98,8.48,4.58,,,,1995-01-01,4.63,in %,3.6796329924495774
1995-10-10,7.5,7.65,8.02,8.53,4.58,,,,1995-01-01,4.63,in %,3.727420433909967
1995-10-11,7.57,7.71,8.09,8.58,4.59,,,,1995-01-01,4.63,in %,3.7752078753703566
1995-10-12,7.54,7.68,8.05,8.55,4.59,,,,1995-01-01,4.63,in %,3.746535410494123
1995-10-13,7.48,7.61,7.98,8.43,4.58,,,,1995-01-01,4.63,in %,3.63184555098921
1995-10-16,7.39,7.52,7.87,8.32,4.54,,,,1995-01-01,4.63,in %,3.526713179776353
1995-10-17,7.38,7.52,7.86,8.28,4.53,,,,1995-01-01,4.63,in %,3.488483226608041
1995-10-18,7.44,7.58,7.92,8.33,4.55,,,,1995-01-01,4.63,in %,3.536270668068431
1995-10-19,7.46,7.61,7.95,8.37,4.55,,,,1995-01-01,4.63,in %,3.5745006212367203
1995-10-20,7.47,7.63,7.96,8.4,4.56,,,,1995-01-01,4.63,in %,3.6031730861129763
1995-10-23,7.58,7.74,8.07,8.52,4.59,,,,1995-01-01,4.63,in %,3.717862945617889
1995-10-24,7.58,7.73,8.07,8.52,4.59,,,,1995-01-01,4.63,in %,3.717862945617889
1995-10-25,7.71,7.86,8.19,8.66,4.65,,,,1995-01-01,4.63,in %,3.851667781706958
1995-10-26,7.62,7.75,8.08,8.5,4.63,,,,1995-01-01,4.63,in %,3.6987479690337333
1995-10-27,7.74,7.87,8.2,8.64,4.68,,,,1995-01-01,4.63,in %,3.832552805122824
1995-10-30,7.77,7.9,8.24,8.68,4.7,,,,1995-01-01,4.63,in %,3.8707827582911136
1995-10-31,7.85,7.99,8.33,8.78,4.74,,,,1995-01-01,4.63,in %,3.966357641211893
1995-11-01,7.85,7.98,8.33,8.74,4.74,,,,1995-01-01,4.63,in %,3.928127688043581
1995-11-02,7.8,7.93,8.26,8.68,4.73,,,,1995-01-01,4.63,in %,3.8707827582911136
1995-11-03,7.73,7.87,8.19,8.58,4.71,,,,1995-01-01,4.63,in %,3.7752078753703566
1995-11-06,7.78,7.91,8.24,8.67,4.73,,,,1995-01-01,4.63,in %,3.8612252699990357
1995-11-07,7.79,7.93,8.27,8.73,4.73,,,,1995-01-01,4.63,in %,3.9185701997515032
1995-11-08,7.76,7.88,8.22,8.65,4.73,,,,1995-01-01,4.63,in %,3.842110293414902
1995-11-09,7.61,7.75,8.08,8.55,4.71,,,,1995-01-01,4.63,in %,3.746535410494123
1995-11-10,7.63,7.77,8.12,8.59,4.72,,,,1995-01-01,4.63,in %,3.7847653636624345
1995-11-13,7.65,7.77,8.17,8.67,4.73,,,,1995-01-01,4.63,in %,3.8612252699990357
1995-11-14,7.54,7.77,8.08,8.6,4.72,,,,1995-01-01,4.63,in %,3.7943228519545125
1995-11-15,7.55,7.7,8.08,8.6,4.75,,,,1995-01-01,4.63,in %,3.7943228519545125
1995-11-16,7.52,7.66,8.05,8.54,4.75,,,,1995-01-01,4.63,in %,3.736977922202045
1995-11-17,7.49,7.62,8.0,8.48,4.72,,,,1995-01-01,4.63,in %,3.6796329924495774
1995-11-20,7.44,7.56,7.95,8.41,4.69,,,,1995-01-01,4.63,in %,3.612730574405054
1995-11-21,7.46,7.59,7.97,8.41,4.68,,,,1995-01-01,4.63,in %,3.612730574405054
1995-11-22,7.44,7.58,7.96,8.41,4.68,,,,1995-01-01,4.63,in %,3.612730574405054
1995-11-23,7.41,7.54,7.92,8.36,4.65,,,,1995-01-01,4.63,in %,3.5649431329446424
1995-11-24,7.35,7.47,7.86,8.33,4.63,,,,1995-01-01,4.63,in %,3.536270668068431
1995-11-27,7.25,7.36,7.74,8.21,4.58,,,,1995-01-01,4.63,in %,3.421580808563518
1995-11-28,7.32,7.44,7.82,8.28,4.59,,,,1995-01-01,4.63,in %,3.488483226608041
1995-11-29,7.29,7.4,7.78,8.23,4.58,,,,1995-01-01,4.63,in %,3.440695785147674
1995-11-30,7.28,7.39,7.74,8.17,4.57,,,,1995-01-01,4.63,in %,3.3833508553952063
1995-12-01,7.33,7.42,7.75,8.13,4.57,,,,1995-01-01,4.63,in %,3.3451209022268946
1995-12-04,7.29,7.38,7.71,8.09,4.55,,,,1995-01-01,4.63,in %,3.306890949058583
1995-12-05,7.34,7.43,7.76,8.15,4.55,,,,1995-01-01,4.63,in %,3.3642358788110283
1995-12-06,7.38,7.47,7.81,8.16,4.55,,,,1995-01-01,4.63,in %,3.373793367103106
1995-12-07,7.5,7.6,7.92,8.2,4.57,,,,1995-01-01,4.63,in %,3.41202332027144
1995-12-08,7.48,7.57,7.91,8.27,4.58,,,,1995-01-01,4.63,in %,3.4789257383159633
1995-12-11,7.48,7.58,7.92,8.3,4.59,,,,1995-01-01,4.63,in %,3.507598203192197
1995-12-12,7.45,7.55,7.9,8.31,4.6,,,,1995-01-01,4.63,in %,3.517155691484275
1995-12-13,7.43,7.53,7.87,8.29,4.6,,,,1995-01-01,4.63,in %,3.498040714900119
1995-12-14,7.38,7.46,7.81,8.21,4.59,,,,1995-01-01,4.63,in %,3.421580808563518
1995-12-15,7.46,7.56,7.9,8.34,4.61,,,,1995-01-01,4.63,in %,3.5458281563605087
1995-12-18,7.48,7.58,7.95,8.41,4.62,,,,1995-01-01,4.63,in %,3.612730574405054
1995-12-19,7.53,7.64,8.01,8.45,4.65,,,,1995-01-01,4.63,in %,3.650960527573366
1995-12-20,7.38,7.48,7.84,8.3,4.63,,,,1995-01-01,4.63,in %,3.507598203192197
1995-12-21,7.42,7.53,7.89,8.33,4.63,,,,1995-01-01,4.63,in %,3.536270668068431
1995-12-22,7.39,7.5,7.86,8.28,4.63,,,,1995-01-01,4.63,in %,3.488483226608041
1995-12-27,7.35,7.45,7.81,8.22,4.62,,,,1995-01-01,4.63,in %,3.431138296855596
1995-12-28,7.35,7.45,7.8,8.22,4.62,,,,1995-01-01,4.63,in %,3.431138296855596
1995-12-29,7.36,7.44,7.78,8.18,4.62,,,,1995-01-01,4.63,in %,3.3929083436872842
1996-01-02,7.31,7.4,7.73,8.09,4.59,,,,1996-01-01,2.65,in %,5.299561617145643
1996-01-03,7.29,7.39,7.7,8.04,4.55,,,,1996-01-01,2.65,in %,5.2508524111057
1996-01-04,7.32,7.4,7.71,8.06,4.56,,,,1996-01-01,2.65,in %,5.270336093521677
1996-01-05,7.35,7.44,7.74,8.12,4.57,,,,1996-01-01,2.65,in %,5.328787140769609
1996-01-08,7.33,7.41,7.72,8.09,4.57,,,,1996-01-01,2.65,in %,5.299561617145643
1996-01-09,7.32,7.4,7.7,8.07,4.54,,,,1996-01-01,2.65,in %,5.280077934729666
1996-01-10,7.35,7.42,7.72,8.1,4.54,,,,1996-01-01,2.65,in %,5.309303458353631
1996-01-11,7.53,7.62,7.92,8.31,4.63,,,,1996-01-01,2.65,in %,5.513882123721392
1996-01-12,7.47,7.55,7.85,8.24,4.61,,,,1996-01-01,2.65,in %,5.445689235265472
1996-01-15,7.46,7.54,7.84,8.27,4.63,,,,1996-01-01,2.65,in %,5.474914758889438
1996-01-16,7.43,7.52,7.82,8.2,4.61,,,,1996-01-01,2.65,in %,5.406721870433517
1996-01-17,7.39,7.47,7.76,8.11,4.57,,,,1996-01-01,2.65,in %,5.31904529956162
1996-01-18,7.48,7.55,7.82,8.14,4.59,,,,1996-01-01,2.65,in %,5.348270823185586
1996-01-19,7.42,7.49,7.75,8.06,4.57,,,,1996-01-01,2.65,in %,5.270336093521677
